No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
00119	1	00000144	          	1	0	2013/09/20  07:55
00120	1	00000145	          	1	0	2013/09/20  07:56
00121	1	00000024	          	1	0	2013/09/20  07:58
00122	1	00000058	          	1	0	2013/09/20  08:03
00123	1	00001065	          	1	0	2013/09/20  08:05
00124	1	00000059	          	1	0	2013/09/20  08:05
00125	1	00001052	          	1	0	2013/09/20  08:06
00126	1	00000155	          	1	0	2013/09/20  08:13
00127	1	00000055	          	1	0	2013/09/20  08:15
00128	1	00000095	          	1	0	2013/09/20  08:15
00129	1	00001086	          	1	0	2013/09/20  08:23
00130	1	00001088	          	1	0	2013/09/20  08:25
00131	1	00000040	          	1	0	2013/09/20  08:25
00132	1	00000146	          	1	0	2013/09/20  08:27
00133	1	00000113	          	1	0	2013/09/20  08:37
00134	1	00001053	          	1	0	2013/09/20  08:49
00135	1	00001053	          	1	0	2013/09/20  08:49
00136	1	00001011	          	1	0	2013/09/20  09:04
00137	1	00001067	          	1	0	2013/09/20  09:05
00138	1	00001085	          	1	0	2013/09/20  09:07
00139	1	00001082	          	1	0	2013/09/20  09:08
00140	1	00001073	          	1	0	2013/09/20  09:18
00141	1	00000143	          	1	0	2013/09/20  09:25
00142	1	00001071	          	1	0	2013/09/20  09:25
00143	1	00000156	          	1	0	2013/09/20  09:33
00144	1	00001076	          	1	0	2013/09/20  09:42
00145	1	00001087	          	1	0	2013/09/20  09:44
